@RELATION Ice99999

@ATTRIBUTE countlinecode REAL
@ATTRIBUTE countclassbase REAL
@ATTRIBUTE countclasscoupled REAL
@ATTRIBUTE countclassderived REAL
@ATTRIBUTE countdeclmethodall REAL
@ATTRIBUTE countdeclmethod REAL
@ATTRIBUTE maxinheritancetree REAL
@ATTRIBUTE percentlackofcohesion REAL
@ATTRIBUTE countdeclinstancemethod REAL
@ATTRIBUTE countdeclinstancevariable REAL
@ATTRIBUTE defect {0.0,1.0}

@DATA
36.0,1.0,1.0,5.0,5.0,5.0,1.0,33.0,3.0,3.0,0.0
39.0,1.0,4.0,3.0,8.0,8.0,1.0,60.0,4.0,1.0,0.0
7.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0
19.0,1.0,3.0,0.0,9.0,4.0,2.0,0.0,3.0,0.0,0.0
90.0,1.0,5.0,0.0,19.0,19.0,1.0,90.0,17.0,3.0,1.0
11.0,1.0,4.0,0.0,40.0,2.0,2.0,0.0,2.0,0.0,1.0
3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
24.0,1.0,0.0,0.0,11.0,6.0,2.0,0.0,2.0,0.0,0.0
122.0,1.0,3.0,0.0,17.0,6.0,3.0,66.0,2.0,1.0,1.0
91.0,1.0,3.0,0.0,8.0,2.0,2.0,50.0,2.0,2.0,1.0
56.0,2.0,2.0,0.0,4.0,4.0,1.0,50.0,4.0,3.0,1.0
20.0,1.0,0.0,0.0,9.0,7.0,2.0,0.0,2.0,0.0,0.0
20.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
18.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
7.0,1.0,2.0,0.0,2.0,2.0,2.0,50.0,2.0,1.0,0.0
74.0,1.0,1.0,0.0,18.0,18.0,1.0,77.0,5.0,1.0,1.0
59.0,1.0,5.0,0.0,4.0,4.0,2.0,25.0,4.0,1.0,0.0
5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
120.0,1.0,6.0,0.0,15.0,15.0,1.0,71.0,4.0,3.0,0.0
11.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0
14.0,1.0,2.0,3.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0
111.0,1.0,2.0,0.0,11.0,11.0,1.0,62.0,10.0,5.0,0.0
5.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
255.0,4.0,12.0,0.0,79.0,28.0,2.0,78.0,28.0,5.0,1.0
49.0,1.0,3.0,0.0,8.0,5.0,2.0,74.0,5.0,10.0,0.0
187.0,3.0,6.0,0.0,97.0,18.0,3.0,68.0,18.0,3.0,1.0
34.0,1.0,3.0,0.0,30.0,5.0,3.0,60.0,5.0,2.0,0.0
314.0,1.0,18.0,0.0,88.0,37.0,2.0,81.0,37.0,8.0,1.0
35.0,1.0,8.0,0.0,8.0,5.0,2.0,75.0,5.0,8.0,0.0
195.0,2.0,9.0,0.0,72.0,21.0,2.0,57.0,21.0,2.0,1.0
40.0,1.0,3.0,0.0,8.0,5.0,2.0,70.0,5.0,6.0,0.0
96.0,1.0,9.0,0.0,64.0,13.0,2.0,57.0,13.0,2.0,1.0
23.0,1.0,3.0,0.0,7.0,4.0,2.0,75.0,4.0,3.0,0.0
301.0,1.0,36.0,21.0,51.0,51.0,1.0,94.0,43.0,6.0,1.0
5.0,0.0,1.0,10.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
3.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0
7.0,1.0,2.0,12.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
550.0,2.0,8.0,4.0,79.0,28.0,2.0,77.0,28.0,10.0,1.0
227.0,1.0,5.0,4.0,25.0,22.0,2.0,86.0,22.0,23.0,0.0
5.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
773.0,1.0,24.0,0.0,84.0,33.0,2.0,86.0,32.0,14.0,1.0
130.0,1.0,5.0,0.0,19.0,16.0,2.0,88.0,16.0,28.0,1.0
219.0,2.0,9.0,0.0,73.0,22.0,2.0,71.0,22.0,3.0,1.0
44.0,1.0,3.0,0.0,8.0,5.0,2.0,72.0,5.0,8.0,0.0
500.0,2.0,11.0,1.0,87.0,36.0,2.0,81.0,36.0,8.0,1.0
5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
100.0,1.0,5.0,1.0,10.0,7.0,2.0,67.0,7.0,10.0,0.0
132.0,1.0,4.0,0.0,85.0,6.0,3.0,50.0,6.0,2.0,1.0
48.0,1.0,3.0,0.0,31.0,6.0,3.0,33.0,6.0,2.0,0.0
149.0,1.0,5.0,1.0,86.0,7.0,3.0,57.0,7.0,2.0,1.0
73.0,1.0,4.0,0.0,32.0,7.0,3.0,42.0,7.0,1.0,0.0
187.0,1.0,7.0,0.0,23.0,8.0,4.0,37.0,8.0,2.0,0.0
35.0,1.0,2.0,0.0,60.0,9.0,2.0,77.0,9.0,2.0,1.0
14.0,1.0,1.0,0.0,89.0,3.0,4.0,0.0,3.0,1.0,1.0
238.0,1.0,17.0,0.0,79.0,28.0,2.0,84.0,28.0,8.0,1.0
34.0,1.0,6.0,0.0,9.0,6.0,2.0,70.0,6.0,5.0,1.0
58.0,1.0,5.0,0.0,85.0,5.0,3.0,0.0,5.0,0.0,1.0
43.0,1.0,5.0,0.0,62.0,11.0,2.0,45.0,11.0,1.0,1.0
230.0,2.0,10.0,0.0,73.0,22.0,2.0,56.0,22.0,2.0,1.0
49.0,1.0,3.0,0.0,8.0,5.0,2.0,74.0,5.0,11.0,0.0
220.0,2.0,9.0,0.0,75.0,24.0,2.0,70.0,23.0,3.0,1.0
44.0,1.0,3.0,0.0,8.0,5.0,2.0,72.0,5.0,8.0,0.0
257.0,1.0,13.0,2.0,80.0,29.0,2.0,56.0,28.0,2.0,1.0
3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
35.0,1.0,7.0,0.0,7.0,4.0,2.0,75.0,4.0,8.0,0.0
177.0,1.0,7.0,0.0,91.0,12.0,3.0,54.0,12.0,2.0,1.0
41.0,1.0,4.0,0.0,31.0,6.0,3.0,33.0,6.0,1.0,0.0
51.0,1.0,6.0,0.0,3.0,3.0,2.0,0.0,3.0,5.0,0.0
13.0,1.0,2.0,0.0,55.0,4.0,2.0,75.0,4.0,1.0,1.0
144.0,2.0,6.0,0.0,98.0,11.0,3.0,73.0,11.0,9.0,1.0
18.0,1.0,3.0,0.0,14.0,4.0,3.0,0.0,4.0,0.0,0.0
12.0,1.0,2.0,0.0,14.0,2.0,3.0,0.0,2.0,2.0,0.0
7.0,1.0,2.0,0.0,14.0,2.0,3.0,0.0,2.0,0.0,0.0
30.0,1.0,3.0,0.0,11.0,4.0,2.0,44.0,4.0,5.0,0.0
21.0,1.0,3.0,3.0,12.0,5.0,2.0,19.0,5.0,1.0,0.0
59.0,1.0,5.0,0.0,16.0,4.0,3.0,19.0,4.0,5.0,0.0
32.0,2.0,2.0,2.0,7.0,7.0,1.0,66.0,7.0,2.0,0.0
1062.0,1.0,18.0,0.0,49.0,49.0,1.0,90.0,44.0,14.0,1.0
21.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
68.0,1.0,12.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
10.0,1.0,2.0,0.0,1.0,1.0,1.0,100.0,1.0,6.0,0.0
4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
681.0,1.0,6.0,0.0,107.0,107.0,1.0,89.0,107.0,1.0,1.0
3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
20.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0
228.0,1.0,1.0,0.0,10.0,10.0,1.0,66.0,9.0,6.0,0.0
34.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
67.0,1.0,0.0,0.0,13.0,13.0,1.0,90.0,13.0,10.0,1.0
9.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,1.0,4.0,0.0
4.0,0.0,2.0,9.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
4.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
1030.0,1.0,13.0,0.0,37.0,37.0,1.0,94.0,20.0,2.0,1.0
112.0,2.0,6.0,0.0,6.0,6.0,1.0,62.0,6.0,4.0,1.0
71.0,1.0,10.0,0.0,7.0,7.0,1.0,76.0,7.0,6.0,1.0
25.0,1.0,9.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
56.0,1.0,0.0,0.0,2.0,2.0,1.0,33.0,2.0,3.0,1.0
37.0,1.0,1.0,0.0,4.0,4.0,1.0,25.0,4.0,3.0,0.0
5.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0
74.0,1.0,1.0,0.0,3.0,3.0,1.0,66.0,3.0,2.0,1.0
47.0,2.0,7.0,0.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0
105.0,2.0,2.0,0.0,14.0,14.0,1.0,50.0,13.0,6.0,1.0
13.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104.0,2.0,3.0,0.0,19.0,19.0,1.0,73.0,15.0,7.0,0.0
14.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
54.0,1.0,5.0,0.0,21.0,21.0,1.0,95.0,21.0,2.0,0.0
60.0,2.0,3.0,0.0,11.0,11.0,1.0,56.0,11.0,4.0,0.0
11.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
63.0,2.0,3.0,0.0,10.0,10.0,1.0,58.0,10.0,5.0,0.0
12.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
147.0,1.0,10.0,0.0,14.0,14.0,1.0,50.0,13.0,2.0,1.0
76.0,1.0,4.0,0.0,17.0,17.0,1.0,76.0,17.0,5.0,0.0
1135.0,1.0,1.0,0.0,41.0,41.0,1.0,88.0,19.0,4.0,0.0
5.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
67.0,2.0,9.0,1.0,192.0,6.0,4.0,75.0,6.0,2.0,1.0
11.0,2.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0
32.0,2.0,4.0,1.0,6.0,6.0,1.0,50.0,6.0,2.0,0.0
14.0,1.0,2.0,0.0,860.0,4.0,4.0,0.0,4.0,0.0,1.0
128.0,1.0,7.0,0.0,760.0,6.0,4.0,61.0,6.0,3.0,1.0
83.0,2.0,8.0,0.0,31.0,16.0,2.0,71.0,16.0,2.0,1.0
6.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
69.0,1.0,5.0,0.0,881.0,16.0,4.0,71.0,16.0,2.0,1.0
143.0,2.0,13.0,0.0,14.0,14.0,2.0,42.0,14.0,2.0,0.0
12.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
210.0,2.0,20.0,0.0,15.0,15.0,2.0,63.0,15.0,4.0,0.0
20.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0
3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1177.0,1.0,57.0,0.0,282.0,90.0,5.0,95.0,90.0,47.0,1.0
16.0,2.0,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
13.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
68.0,1.0,10.0,0.0,11.0,8.0,2.0,0.0,8.0,0.0,0.0
53.0,1.0,6.0,0.0,14.0,8.0,2.0,0.0,8.0,0.0,0.0
14.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
556.0,1.0,10.0,1.0,29.0,29.0,1.0,89.0,28.0,22.0,0.0
178.0,1.0,10.0,1.0,8.0,8.0,1.0,75.0,8.0,19.0,0.0
36.0,1.0,6.0,0.0,2.0,2.0,1.0,50.0,2.0,8.0,0.0
1164.0,2.0,35.0,1.0,554.0,49.0,2.0,95.0,49.0,79.0,1.0
21.0,1.0,4.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
10.0,0.0,0.0,2.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0
96.0,1.0,1.0,0.0,7.0,7.0,1.0,68.0,7.0,5.0,0.0
49.0,1.0,4.0,0.0,10.0,1.0,2.0,0.0,1.0,0.0,0.0
19.0,2.0,1.0,0.0,8.0,8.0,1.0,0.0,8.0,0.0,0.0
79.0,1.0,11.0,0.0,102.0,8.0,2.0,81.0,8.0,2.0,0.0
316.0,2.0,3.0,0.0,44.0,44.0,1.0,90.0,44.0,21.0,0.0
49.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
67.0,2.0,2.0,0.0,9.0,9.0,1.0,48.0,9.0,3.0,1.0
7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
62.0,1.0,6.0,0.0,4.0,4.0,1.0,12.0,4.0,2.0,0.0
19.0,1.0,4.0,0.0,2.0,2.0,2.0,25.0,2.0,2.0,0.0
4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13.0,1.0,1.0,0.0,14.0,1.0,4.0,0.0,1.0,0.0,0.0
151.0,2.0,2.0,0.0,24.0,24.0,1.0,82.0,24.0,9.0,0.0
17.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
103.0,1.0,7.0,0.0,6.0,6.0,1.0,33.0,5.0,2.0,0.0
40.0,2.0,3.0,0.0,6.0,6.0,1.0,50.0,6.0,2.0,0.0
13.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
26.0,1.0,2.0,0.0,14.0,1.0,4.0,0.0,1.0,0.0,0.0
43.0,1.0,0.0,0.0,9.0,9.0,1.0,79.0,9.0,8.0,0.0
92.0,1.0,1.0,0.0,7.0,7.0,1.0,66.0,7.0,3.0,0.0
4.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
27.0,2.0,1.0,0.0,4.0,4.0,1.0,37.0,4.0,2.0,0.0
430.0,2.0,4.0,0.0,40.0,40.0,1.0,85.0,36.0,20.0,0.0
21.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
6.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0
601.0,1.0,15.0,0.0,39.0,39.0,1.0,81.0,39.0,5.0,1.0
87.0,1.0,7.0,0.0,7.0,7.0,2.0,42.0,7.0,4.0,0.0
18.0,1.0,6.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
82.0,1.0,9.0,0.0,6.0,6.0,2.0,41.0,6.0,2.0,0.0
5.0,1.0,2.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
5.0,1.0,2.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
82.0,1.0,6.0,0.0,21.0,8.0,4.0,12.0,8.0,1.0,0.0
37.0,1.0,3.0,1.0,12.0,12.0,1.0,16.0,12.0,2.0,0.0
162.0,1.0,1.0,0.0,14.0,14.0,2.0,0.0,14.0,0.0,0.0
76.0,1.0,0.0,0.0,11.0,11.0,2.0,69.0,6.0,6.0,0.0
143.0,1.0,9.0,0.0,8.0,8.0,1.0,70.0,8.0,6.0,0.0
12.0,1.0,2.0,0.0,1.0,1.0,1.0,33.0,1.0,6.0,0.0
41.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
63.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
732.0,1.0,22.0,0.0,66.0,66.0,1.0,91.0,64.0,9.0,1.0
5.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
28.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0
11.0,1.0,3.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
335.0,1.0,9.0,0.0,41.0,41.0,1.0,91.0,36.0,17.0,1.0
30.0,1.0,5.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
2571.0,1.0,52.0,0.0,98.0,98.0,2.0,96.0,94.0,52.0,1.0
21.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
44.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0
14.0,1.0,2.0,0.0,13.0,1.0,2.0,0.0,1.0,0.0,1.0
15.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,3.0,1.0,0.0
171.0,1.0,12.0,0.0,47.0,9.0,2.0,0.0,9.0,0.0,1.0
4.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
250.0,1.0,15.0,0.0,23.0,1.0,2.0,0.0,1.0,0.0,1.0
14.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
29.0,1.0,2.0,0.0,3.0,3.0,1.0,58.0,3.0,8.0,1.0
35.0,1.0,8.0,0.0,23.0,1.0,2.0,0.0,1.0,0.0,1.0
15.0,2.0,4.0,0.0,3.0,3.0,1.0,33.0,3.0,2.0,1.0
22.0,2.0,3.0,0.0,3.0,3.0,1.0,33.0,3.0,1.0,0.0
24.0,1.0,6.0,0.0,2.0,2.0,1.0,58.0,2.0,6.0,1.0
137.0,2.0,7.0,0.0,10.0,10.0,1.0,56.0,10.0,3.0,0.0
36.0,2.0,4.0,0.0,6.0,6.0,1.0,55.0,6.0,3.0,0.0
26.0,1.0,6.0,0.0,8.0,2.0,2.0,0.0,2.0,0.0,1.0
21.0,2.0,2.0,0.0,3.0,3.0,1.0,33.0,3.0,2.0,0.0
18.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0
164.0,1.0,9.0,0.0,11.0,11.0,1.0,74.0,11.0,7.0,1.0
60.0,2.0,6.0,0.0,3.0,3.0,1.0,33.0,3.0,2.0,1.0
118.0,1.0,1.0,0.0,18.0,18.0,1.0,33.0,0.0,0.0,1.0
4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
500.0,1.0,8.0,0.0,70.0,70.0,1.0,92.0,61.0,18.0,1.0
48.0,1.0,3.0,0.0,2.0,2.0,1.0,25.0,2.0,2.0,0.0
27.0,1.0,5.0,0.0,39.0,1.0,2.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0
104.0,1.0,2.0,0.0,8.0,8.0,1.0,80.0,1.0,12.0,0.0
50.0,1.0,2.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0
35.0,1.0,2.0,0.0,8.0,8.0,1.0,0.0,1.0,0.0,0.0
83.0,1.0,2.0,0.0,11.0,11.0,1.0,0.0,1.0,0.0,0.0
18.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0
22.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,0.0
216.0,1.0,0.0,0.0,19.0,19.0,1.0,71.0,18.0,3.0,1.0
96.0,1.0,3.0,0.0,8.0,8.0,1.0,62.0,7.0,7.0,0.0
33.0,1.0,1.0,0.0,5.0,5.0,1.0,80.0,5.0,7.0,0.0
213.0,1.0,10.0,0.0,38.0,38.0,1.0,94.0,33.0,5.0,0.0
45.0,1.0,4.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
7.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0
245.0,1.0,5.0,0.0,16.0,16.0,1.0,87.0,0.0,0.0,1.0
8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
135.0,1.0,5.0,0.0,19.0,19.0,1.0,100.0,18.0,1.0,1.0
524.0,1.0,25.0,0.0,76.0,76.0,1.0,95.0,70.0,16.0,1.0
74.0,1.0,13.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
4.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
297.0,1.0,11.0,0.0,42.0,42.0,1.0,91.0,39.0,7.0,0.0
9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
38.0,1.0,6.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1271.0,1.0,41.0,0.0,29.0,29.0,1.0,91.0,26.0,31.0,1.0
20.0,1.0,0.0,0.0,2.0,2.0,1.0,33.0,2.0,6.0,1.0
27.0,1.0,6.0,0.0,3.0,3.0,1.0,22.0,3.0,3.0,1.0
438.0,2.0,33.0,0.0,13.0,13.0,1.0,75.0,13.0,20.0,1.0
31.0,2.0,5.0,0.0,4.0,4.0,1.0,60.0,4.0,5.0,1.0
7.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0
128.0,2.0,9.0,0.0,8.0,8.0,1.0,65.0,7.0,5.0,0.0
7.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0
30.0,2.0,2.0,0.0,4.0,4.0,1.0,60.0,4.0,5.0,0.0
4.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
186.0,1.0,2.0,0.0,17.0,17.0,1.0,61.0,14.0,2.0,0.0
181.0,1.0,3.0,0.0,10.0,10.0,1.0,72.0,8.0,4.0,1.0
409.0,1.0,13.0,0.0,19.0,19.0,1.0,81.0,18.0,16.0,1.0
41.0,1.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0
44.0,1.0,4.0,0.0,40.0,2.0,2.0,0.0,2.0,0.0,1.0
87.0,1.0,4.0,0.0,7.0,7.0,1.0,51.0,7.0,5.0,0.0
75.0,1.0,0.0,0.0,7.0,7.0,2.0,69.0,6.0,6.0,0.0
148.0,1.0,18.0,0.0,13.0,13.0,1.0,79.0,12.0,8.0,1.0
296.0,1.0,24.0,0.0,30.0,30.0,1.0,89.0,18.0,8.0,1.0
136.0,1.0,11.0,0.0,23.0,23.0,1.0,84.0,22.0,4.0,1.0
24.0,1.0,5.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
4.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
318.0,1.0,18.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,1.0
6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
354.0,1.0,10.0,0.0,12.0,12.0,1.0,82.0,12.0,16.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,2.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,2.0,1.0
7.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,4.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,2.0,1.0
7.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,4.0,1.0
11.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,8.0,1.0
5.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,2.0,1.0
7.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,4.0,1.0
119.0,1.0,0.0,0.0,8.0,8.0,1.0,100.0,8.0,1.0,1.0
7.0,1.0,0.0,0.0,53.0,1.0,2.0,0.0,1.0,0.0,1.0
526.0,1.0,11.0,8.0,52.0,52.0,1.0,95.0,45.0,11.0,1.0
17.0,1.0,0.0,0.0,2.0,2.0,1.0,50.0,2.0,5.0,0.0
57.0,1.0,7.0,0.0,40.0,2.0,2.0,0.0,2.0,1.0,1.0
3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7.0,1.0,0.0,0.0,53.0,1.0,2.0,0.0,1.0,0.0,1.0
116.0,1.0,4.0,0.0,59.0,7.0,2.0,82.0,7.0,4.0,1.0
25.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
34.0,1.0,0.0,0.0,3.0,3.0,1.0,33.0,3.0,1.0,0.0
298.0,1.0,3.0,0.0,76.0,24.0,2.0,95.0,24.0,3.0,1.0
27.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
96.0,1.0,0.0,0.0,3.0,3.0,1.0,33.0,3.0,10.0,0.0
260.0,1.0,4.0,0.0,67.0,15.0,2.0,88.0,15.0,6.0,1.0
31.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0
